query_loan_id,match_loan_id,manual_is_similar,source,note,status
loan_1675,loan_0393,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2516,loan_0393,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3179,loan_0393,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4210,loan_0393,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1743,loan_0399,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1812,loan_0399,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1862,loan_0401,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1918,loan_0402,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2101,loan_0402,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2022,loan_0404,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1901,loan_0405,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3201,loan_0406,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2332,loan_0407,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1709,loan_0408,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2125,loan_0408,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3276,loan_0412,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1698,loan_0413,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1934,loan_0414,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2334,loan_0415,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2130,loan_0416,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2640,loan_0416,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1921,loan_0417,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4056,loan_0417,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2563,loan_0418,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2812,loan_0418,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round4,manual_positive
loan_2603,loan_0420,1,stage1_review,stage1_symmetric_unique_fp_confirmed_true,manual_positive
loan_1941,loan_0421,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2070,loan_0421,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4057,loan_0421,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2335,loan_0422,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4010,loan_0422,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2150,loan_0424,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3705,loan_0424,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2336,loan_0428,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2487,loan_0429,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3095,loan_0429,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4126,loan_0429,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2337,loan_0430,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1964,loan_0431,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1879,loan_0432,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2129,loan_0432,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2096,loan_0434,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2160,loan_0435,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2338,loan_0436,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_1981,loan_0437,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2089,loan_0439,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2909,loan_0439,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2011,loan_0440,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2168,loan_0440,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2642,loan_0444,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1958,loan_0445,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2578,loan_0445,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_0445,loan_2833,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round4,manual_positive
loan_2339,loan_0451,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2340,loan_0453,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1768,loan_0454,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2193,loan_0456,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1950,loan_0457,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2341,loan_0460,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2342,loan_0461,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2142,loan_0462,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2001,loan_0464,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2058,loan_0464,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4066,loan_0464,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2344,loan_0465,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1729,loan_0467,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4043,loan_0467,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1739,loan_0470,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2685,loan_0470,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2599,loan_0471,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1951,loan_0472,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2675,loan_0472,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2025,loan_0477,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4064,loan_0477,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2669,loan_0479,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2346,loan_0480,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1780,loan_0485,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1935,loan_0486,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2347,loan_0490,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2193,loan_0492,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1770,loan_0493,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4049,loan_0493,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2091,loan_0494,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2570,loan_0496,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1962,loan_0497,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2348,loan_0497,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2349,loan_0498,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2350,loan_0499,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_0500,loan_1877,1,stage1_review,stage1_symmetric_unique_fp_confirmed_true,manual_positive
loan_2351,loan_0503,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_2352,loan_0504,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1852,loan_0505,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1898,loan_0506,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2523,loan_0507,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_3201,loan_0507,1,stage1_review,stage1_recall_first_fp_confirmed_true_round3,manual_positive
loan_2353,loan_0508,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2354,loan_0509,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2574,loan_0510,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2690,loan_0511,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round1,manual_positive
loan_2355,loan_0512,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2664,loan_0513,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round2,manual_positive
loan_1885,loan_0516,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2562,loan_0516,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2356,loan_0519,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_051,loan_052,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_2680,loan_0521,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2166,loan_0522,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4070,loan_0522,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2357,loan_0523,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2681,loan_0524,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round4,manual_positive
loan_1977,loan_0525,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2620,loan_0525,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2358,loan_0527,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4082,loan_0528,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2020,loan_0529,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2359,loan_0529,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1863,loan_0530,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1880,loan_0531,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1952,loan_0532,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2177,loan_0535,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3004,loan_0535,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2543,loan_0537,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3259,loan_0537,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1747,loan_0539,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1820,loan_0540,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1839,loan_0541,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2361,loan_0542,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2362,loan_0543,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2363,loan_0544,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2364,loan_0546,1,stage1_review,stage1_recall_first_fp_confirmed_true_final_pending_rerun,manual_positive
loan_1862,loan_0548,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2365,loan_0549,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2005,loan_0550,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2518,loan_0552,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3184,loan_0552,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2174,loan_0554,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3663,loan_0554,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3641,loan_0556,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2366,loan_0557,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2316,loan_0561,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2340,loan_0565,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2367,loan_0567,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2368,loan_0568,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_057,loan_056,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1858,loan_0570,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4053,loan_0570,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1733,loan_0572,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3540,loan_0572,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2692,loan_0579,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1679,loan_0584,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3206,loan_0584,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1836,loan_0587,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2512,loan_0587,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3163,loan_0587,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4194,loan_0587,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2497,loan_0590,1,stage1_review,stage1_symmetric_unique_fp_confirmed_true,manual_positive
loan_4152,loan_0590,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2369,loan_0591,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4042,loan_0591,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2608,loan_0592,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2371,loan_0598,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1869,loan_0599,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2372,loan_0599,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3073,loan_0600,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4104,loan_0600,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2580,loan_0603,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2838,loan_0603,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2072,loan_0604,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2641,loan_0604,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1740,loan_0606,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2686,loan_0606,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2608,loan_0607,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_0608,loan_2104,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round4,manual_positive
loan_2373,loan_0612,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2374,loan_0613,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2598,loan_0618,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_2375,loan_0619,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1699,loan_0620,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3081,loan_0620,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_0620,loan_4112,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1928,loan_0626,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2556,loan_0626,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1886,loan_0628,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2855,loan_0629,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1996,loan_0634,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round2,manual_positive
loan_1781,loan_0636,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2375,loan_0639,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1686,loan_0640,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1753,loan_0640,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1828,loan_0641,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2378,loan_0641,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2154,loan_0642,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_0644,loan_2379,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_2661,loan_0646,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2380,loan_0647,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_2552,loan_0648,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2381,loan_0649,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_2382,loan_0650,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1969,loan_0654,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2563,loan_0655,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_0655,loan_2812,1,stage1_review,stage1_symmetric_unique_fp_confirmed_true,manual_positive
loan_1837,loan_0656,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1863,loan_0657,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1842,loan_0659,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2183,loan_0661,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1724,loan_0663,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1970,loan_0664,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2383,loan_0664,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1785,loan_0666,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3641,loan_0666,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1693,loan_0668,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2548,loan_0671,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3274,loan_0671,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1904,loan_0673,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2546,loan_0673,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2034,loan_0675,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2385,loan_0676,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2166,loan_0677,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4070,loan_0677,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1698,loan_0678,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1842,loan_0679,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2145,loan_0681,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1780,loan_0683,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2387,loan_0684,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1687,loan_0685,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2631,loan_0685,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1899,loan_0686,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1751,loan_0687,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2106,loan_0688,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3249,loan_0688,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2633,loan_0692,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2388,loan_0693,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2389,loan_0694,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2390,loan_0695,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2043,loan_0696,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3264,loan_0696,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2160,loan_0697,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_4052,loan_0698,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2391,loan_0701,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2164,loan_0702,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2056,loan_0704,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2629,loan_0706,1,stage1_review,stage1_recall_first_fp_confirmed_true_final_pending_rerun,manual_positive
loan_2392,loan_0707,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2056,loan_0708,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2393,loan_0711,1,stage1_review,stage1_recall_first_fp_confirmed_true_round2,manual_positive
loan_2394,loan_0713,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1888,loan_0714,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_0715,loan_1955,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round2,manual_positive
loan_2142,loan_0718,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2075,loan_0719,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2505,loan_0719,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1767,loan_0720,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2639,loan_0720,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1973,loan_0721,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2192,loan_0722,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1934,loan_0723,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1685,loan_0724,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2395,loan_0725,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2016,loan_0728,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2692,loan_0729,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2008,loan_0730,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2396,loan_0730,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1950,loan_0734,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2029,loan_0735,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2032,loan_0735,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1942,loan_0736,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2040,loan_0740,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2061,loan_0740,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2230,loan_0742,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3279,loan_0742,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2397,loan_0748,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2398,loan_0750,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1965,loan_0758,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1750,loan_0759,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1800,loan_0759,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2618,loan_0769,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2059,loan_0770,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2591,loan_0778,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round3,manual_positive
loan_2850,loan_0778,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2017,loan_0779,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2655,loan_0779,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2399,loan_0780,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round2,manual_positive
loan_1911,loan_0788,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2509,loan_0788,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1880,loan_0791,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2610,loan_0796,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1937,loan_0797,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2132,loan_0798,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2557,loan_0798,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2804,loan_0798,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3087,loan_0800,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2401,loan_0801,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2684,loan_0805,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1779,loan_0812,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2139,loan_0812,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1702,loan_0817,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1870,loan_0818,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2150,loan_0821,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3705,loan_0821,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2403,loan_0829,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2404,loan_0831,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2405,loan_0834,1,stage1_review,stage1_symmetric_iterative_fp_confirmed_true_round5,manual_positive
loan_2406,loan_0842,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_2403,loan_0843,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_3138,loan_0844,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
loan_1972,loan_0851,1,stage1_review,stage1_recall_first_fp_confirmed_true,manual_positive
