query_loan_id,query_path,match_loan_id,match_path,rank,cosine_similarity,risk_level,pair_key,query_dataset_loan_id,query_business_loan_id,query_business_type,query_customer_id,query_customer_id_status,query_similar_group,query_is_similar_pair,match_dataset_loan_id,match_business_loan_id,match_business_type,match_customer_id,match_customer_id_status,match_similar_group,match_is_similar_pair,customer_relation,customer_relation_source,identity_evidence_level,customer_relation_label,monitor_threshold,is_suspicious,fraud_type,fraud_type_label,fraud_type_label_zh,monitor_risk_level,review_priority,recommended_action_zh,score_gap_to_threshold,query_risk_degree,match_risk_degree,risk_cluster_id,risk_cluster_size,cross_business_scene,fraud_score,score_component_similarity,score_component_threshold_margin,score_component_customer_relation,score_component_cross_product,score_component_node_degree,score_component_cluster_size,fraud_score_level,fraud_score_level_zh,innovation_tags
loan_043,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_043\face_signing.jpg,loan_071,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_071\face_signing.jpg,2,0.975453555583954,high,loan_043::loan_071,loan_043,LN2024000043,商户易贷,c751eddafd4d00b0dcc09b29d21a19dd664c255d3e4b3655742455abf163b774,matched_format_only,SG_013,1,loan_071,LN2024000071,商户易贷,983a437e9c3b6903d53329a9af4d07f7fef24599e340f5429636ae99cb750432,matched_format_only,SG_013,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.025453555583954013,2,2,RISK_CLUSTER_015,3,False,0.9094,0.5072,0.1222,0.18,0.0,0.08,0.02,critical,极高,跨客户高相似、风险关系簇、极高综合欺诈分
loan_045,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_045\face_signing.jpg,loan_073,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_073\face_signing.jpg,1,0.9726481437683104,high,loan_045::loan_073,loan_045,LN2024000045,商户易贷,c80ff73151f3f06d1e257f4e52588159c21a11c267a8950cc7102e578efb4b64,matched_format_only,SG_014,1,loan_073,LN2024000073,商户易贷,0ef48d79f068d97afab919814a2a90497e00476e09dd3a9f8a19e5f13f68bb02,matched_format_only,SG_014,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.02264814376831048,2,2,RISK_CLUSTER_009,3,False,0.8945,0.5058,0.1087,0.18,0.0,0.08,0.02,high,高,跨客户高相似、风险关系簇
loan_025,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_025\face_signing.jpg,loan_063,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_063\face_signing.jpg,1,0.9788599014282228,high,loan_025::loan_063,loan_025,LN2024000025,消费贷,f027bfcfa67344439b791f2318ae649f876cd3adfe47bcc36886f3566f32e735,matched_format_only,SG_009,1,loan_063,LN2024000063,消费贷,fefae155128555e194c54ffa30d81566e2033661aeca15ab095d20f2a452c5d9,matched_format_only,SG_009,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.02885990142822281,1,1,RISK_CLUSTER_007,2,False,0.8675,0.509,0.1385,0.18,0.0,0.04,0.0,high,高,跨客户高相似
loan_023,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_023\face_signing.jpg,loan_062,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_062\face_signing.jpg,1,0.978282392024994,high,loan_023::loan_062,loan_023,LN2024000023,消费贷,82e132e41e8d6eb2b15834497d215ce7b068553e6a47231fa2bc5024bb2641e8,matched_format_only,SG_008,1,loan_062,LN2024000062,消费贷,42bfdf1515f914e9c6521bae0a8e86f0f93e32b15f408808fca951ac06b9cbdf,matched_format_only,SG_008,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,high,urgent,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.028282392024994052,1,1,RISK_CLUSTER_006,2,False,0.8645,0.5087,0.1358,0.18,0.0,0.04,0.0,high,高,跨客户高相似
loan_004,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_004\face_signing.jpg,loan_002,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_002\face_signing.jpg,1,0.9545402526855468,medium,loan_002::loan_004,loan_004,LN2024000004,消费贷,5eacc95a1a0683e1d157ee69dbec3077e2047fe5e26898f802d5162049f7bbc7,matched_format_only,,0,loan_002,LN2024000002,商户易贷,a497baa84c1856224c6585ef54a2a51e915066449a6f91fe9756292880eeb16a,matched_format_only,SG_001,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,medium,standard,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.004540252685546808,2,2,RISK_CLUSTER_001,3,True,0.8582,0.4964,0.0218,0.18,0.06,0.08,0.02,high,高,跨客户高相似、跨产品复用、风险关系簇
loan_004,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_004\face_signing.jpg,loan_051,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_051\face_signing.jpg,2,0.9520628452301024,medium,loan_004::loan_051,loan_004,LN2024000004,消费贷,5eacc95a1a0683e1d157ee69dbec3077e2047fe5e26898f802d5162049f7bbc7,matched_format_only,,0,loan_051,LN2024000051,消费贷,5c66553abba52975505659e0dd09fb30b51bcb37a005c097e5032d3e475b8a24,matched_format_only,SG_001,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,medium,standard,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.0020628452301024724,2,2,RISK_CLUSTER_001,3,False,0.785,0.4951,0.0099,0.18,0.0,0.08,0.02,high,高,跨客户高相似、风险关系簇
loan_010,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_010\face_signing.jpg,loan_026,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_026\face_signing.jpg,1,0.9502846598625184,medium,loan_010::loan_026,loan_010,LN2024000010,商户易贷,b7068eb8000673f324a096edbcc588b87d9bd330d6618ba6decbfe97b6ce71c3,matched_format_only,,0,loan_026,LN2024000026,商户易贷,8c5d72ba717d3433bd0fe59c3de13f15a5df8d4337660785ec2f4565909d180e,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,True,cross_customer_candidate,high-similarity candidate pending customer verification,高相似待客户关系核验,medium,standard,先通过客户主数据核验是否为不同客户，再决定是否进入反欺诈复核。,0.000284659862518466,1,1,RISK_CLUSTER_003,2,False,0.7155,0.4941,0.0014,0.18,0.0,0.04,0.0,medium,中,跨客户高相似
loan_009,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_009\face_signing.jpg,loan_005,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_005\face_signing.jpg,3,0.9499593377113342,medium,loan_005::loan_009,loan_009,LN2024000009,消费贷,a4bf3f901b79bf0a77a4a51a093e10bd1cb986c67d80dd7be466c8158c1f1034,matched_format_only,,0,loan_005,LN2024000005,锡微贷,f697d943bf13db68070e6df84b8fd19d24f332a3a8b6bde75467f5d2c81cfa2c,matched_format_only,SG_002,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-4.0662288665727075e-05,2,3,,0,True,0.49,0.494,0.0,0.18,0.06,0.12,0.0,low,低,跨产品复用、高连接节点
loan_054,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_054\face_signing.jpg,loan_003,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_003\face_signing.jpg,3,0.9489835500717164,medium,loan_003::loan_054,loan_054,LN2024000054,消费贷,e11e6c2a1928f40ea8b20c6c77ba9e79ece2e6bd1957fd87d260233e2bac520d,matched,SG_003,1,loan_003,LN2024000003,商户易贷,3d84a8fdf3089439635f359d6a8aacfee62019a6ed7831d05f9e4ab3153f3986,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.001016449928283536,2,5,,0,True,0.49,0.4935,0.0,0.18,0.06,0.18,0.0,low,低,跨产品复用、高连接节点
loan_036,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_036\face_signing.jpg,loan_010,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_010\face_signing.jpg,1,0.9484935998916626,medium,loan_010::loan_036,loan_036,LN2024000036,商户易贷,01c3b1c64c4699f280def27f3ae8b965334ef411fcd5bca4982ebf0ba28eee97,matched_format_only,,0,loan_010,LN2024000010,商户易贷,b7068eb8000673f324a096edbcc588b87d9bd330d6618ba6decbfe97b6ce71c3,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.001506400108337358,0,1,,0,False,0.49,0.4932,0.0,0.18,0.0,0.04,0.0,low,低,常规相似候选
loan_053,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_053\face_signing.jpg,loan_003,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_003\face_signing.jpg,3,0.9474108815193176,medium,loan_003::loan_053,loan_053,LN2024000053,商户易贷,0be223c0fb03534bcb47df67dd861f28625ccc0858daf70953b890ef824396f0,matched,SG_003,1,loan_003,LN2024000003,商户易贷,3d84a8fdf3089439635f359d6a8aacfee62019a6ed7831d05f9e4ab3153f3986,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.0025891184806823286,2,5,,0,False,0.49,0.4927,0.0,0.18,0.0,0.18,0.0,low,低,高连接节点
loan_037,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_037\face_signing.jpg,loan_017,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_017\face_signing.jpg,1,0.94554340839386,medium,loan_017::loan_037,loan_037,LN2024000037,商户易贷,b301438d15281b128fe8121f98443721ca028f233d90bf33fd9f042b5add8e1d,matched_format_only,,0,loan_017,LN2024000017,商户易贷,daeb2f078bedfd64d6fdeaad879b1b1e893782e9e77f5945fc62fc4248150b3a,matched_format_only,SG_007,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.004456591606139981,0,2,,0,False,0.49,0.4917,0.0,0.18,0.0,0.08,0.0,low,低,常规相似候选
loan_027,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_027\face_signing.jpg,loan_032,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_032\face_signing.jpg,1,0.9444424510002136,medium,loan_027::loan_032,loan_027,LN2024000027,消费贷,ae3e92d0947e6bfb9d61a76123173bd18aab50d0d257869c8f681cfba0131fb4,matched_format_only,,0,loan_032,LN2024000032,商户易贷,afe5b987a4782c8d669ec9b1524fbeb0c845645a75d2826b8ce1d518adca7672,matched,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.0055575489997863325,0,0,,0,True,0.49,0.4911,0.0,0.18,0.06,0.0,0.0,low,低,跨产品复用
loan_033,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_033\face_signing.jpg,loan_010,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_010\face_signing.jpg,1,0.944167137145996,medium,loan_010::loan_033,loan_033,LN2024000033,锡微贷,55214afa8f17dbabdb29341617732dd615ee30296cd29406b71e5a4ec36d802e,matched_format_only,,0,loan_010,LN2024000010,商户易贷,b7068eb8000673f324a096edbcc588b87d9bd330d6618ba6decbfe97b6ce71c3,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.005832862854003973,0,1,,0,True,0.49,0.491,0.0,0.18,0.06,0.04,0.0,low,低,跨产品复用
loan_033,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_033\face_signing.jpg,loan_043,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_043\face_signing.jpg,2,0.943475902080536,medium,loan_033::loan_043,loan_033,LN2024000033,锡微贷,55214afa8f17dbabdb29341617732dd615ee30296cd29406b71e5a4ec36d802e,matched_format_only,,0,loan_043,LN2024000043,商户易贷,c751eddafd4d00b0dcc09b29d21a19dd664c255d3e4b3655742455abf163b774,matched_format_only,SG_013,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.006524097919463956,0,2,,0,True,0.49,0.4906,0.0,0.18,0.06,0.08,0.0,low,低,跨产品复用
loan_009,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_009\face_signing.jpg,loan_011,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_011\face_signing.jpg,4,0.9434486627578736,medium,loan_009::loan_011,loan_009,LN2024000009,消费贷,a4bf3f901b79bf0a77a4a51a093e10bd1cb986c67d80dd7be466c8158c1f1034,matched_format_only,,0,loan_011,LN2024000011,消费贷,16a520f7e0f76fa4c8a4b6685cdd6db63d638f881ab5453b8b9ba2bbaa1fa691,matched_format_only,SG_003,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.006551337242126309,2,3,,0,False,0.49,0.4906,0.0,0.18,0.0,0.12,0.0,low,低,高连接节点
loan_073,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_073\face_signing.jpg,loan_017,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_017\face_signing.jpg,3,0.9422873258590698,medium,loan_017::loan_073,loan_073,LN2024000073,商户易贷,0ef48d79f068d97afab919814a2a90497e00476e09dd3a9f8a19e5f13f68bb02,matched_format_only,SG_014,1,loan_017,LN2024000017,商户易贷,daeb2f078bedfd64d6fdeaad879b1b1e893782e9e77f5945fc62fc4248150b3a,matched_format_only,SG_007,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.007712674140930131,2,2,,0,False,0.49,0.49,0.0,0.18,0.0,0.08,0.0,low,低,常规相似候选
loan_041,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_041\face_signing.jpg,loan_053,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_053\face_signing.jpg,1,0.9420357346534728,medium,loan_041::loan_053,loan_041,LN2024000041,锡微贷,b99f0d2aecabe160017ffd79252e09e209ec35c2e4b8d50b1ac538c86890f3e5,matched_format_only,,0,loan_053,LN2024000053,商户易贷,0be223c0fb03534bcb47df67dd861f28625ccc0858daf70953b890ef824396f0,matched,SG_003,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.007964265346527166,0,2,,0,True,0.49,0.4899,0.0,0.18,0.06,0.08,0.0,low,低,跨产品复用
loan_033,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_033\face_signing.jpg,loan_071,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_071\face_signing.jpg,3,0.9416465759277344,medium,loan_033::loan_071,loan_033,LN2024000033,锡微贷,55214afa8f17dbabdb29341617732dd615ee30296cd29406b71e5a4ec36d802e,matched_format_only,,0,loan_071,LN2024000071,商户易贷,983a437e9c3b6903d53329a9af4d07f7fef24599e340f5429636ae99cb750432,matched_format_only,SG_013,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.00835342407226558,0,2,,0,True,0.49,0.4897,0.0,0.18,0.06,0.08,0.0,low,低,跨产品复用
loan_001,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_001\face_signing.jpg,loan_051,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_051\face_signing.jpg,1,0.9409357309341432,medium,loan_001::loan_051,loan_001,LN2024000001,消费贷,29f7834c007220632caa6ebf042f5669cb1ce7cb9538edaea85bf1e2cf18860d,matched_format_only,,0,loan_051,LN2024000051,消费贷,5c66553abba52975505659e0dd09fb30b51bcb37a005c097e5032d3e475b8a24,matched_format_only,SG_001,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.009064269065856778,0,2,,0,False,0.49,0.4893,0.0,0.18,0.0,0.08,0.0,low,低,常规相似候选
loan_005,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_005\face_signing.jpg,loan_011,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_011\face_signing.jpg,5,0.9408692121505736,medium,loan_005::loan_011,loan_005,LN2024000005,锡微贷,f697d943bf13db68070e6df84b8fd19d24f332a3a8b6bde75467f5d2c81cfa2c,matched_format_only,SG_002,1,loan_011,LN2024000011,消费贷,16a520f7e0f76fa4c8a4b6685cdd6db63d638f881ab5453b8b9ba2bbaa1fa691,matched_format_only,SG_003,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.009130787849426336,3,3,,0,True,0.49,0.4893,0.0,0.18,0.06,0.12,0.0,low,低,跨产品复用、高连接节点
loan_007,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_007\face_signing.jpg,loan_003,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_003\face_signing.jpg,2,0.9408255219459534,medium,loan_003::loan_007,loan_007,LN2024000007,商户易贷,e8ebc447b09b765d1d7b1a333153b82617bc678a21524b3a5d056fd82bc19880,matched,,0,loan_003,LN2024000003,商户易贷,3d84a8fdf3089439635f359d6a8aacfee62019a6ed7831d05f9e4ab3153f3986,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.009174478054046586,1,5,,0,False,0.49,0.4892,0.0,0.18,0.0,0.18,0.0,low,低,高连接节点
loan_054,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_054\face_signing.jpg,loan_071,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_071\face_signing.jpg,4,0.9407218098640442,medium,loan_054::loan_071,loan_054,LN2024000054,消费贷,e11e6c2a1928f40ea8b20c6c77ba9e79ece2e6bd1957fd87d260233e2bac520d,matched,SG_003,1,loan_071,LN2024000071,商户易贷,983a437e9c3b6903d53329a9af4d07f7fef24599e340f5429636ae99cb750432,matched_format_only,SG_013,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.009278190135955766,2,2,,0,True,0.49,0.4892,0.0,0.18,0.06,0.08,0.0,low,低,跨产品复用
loan_006,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_006\face_signing.jpg,loan_047,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_047\face_signing.jpg,1,0.9406509399414062,medium,loan_006::loan_047,loan_006,LN2024000006,商户易贷,b6c526b7d887e6e7876e3b1be9d7453cb9a95c810b28a8c18a05e9d96dc4b57f,matched_format_only,,0,loan_047,LN2024000047,锡微贷,1b44fbbefb88503036a65f4233916814539fde6d01b7552d36c36f0960f52e7c,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.009349060058593706,0,0,,0,True,0.49,0.4891,0.0,0.18,0.06,0.0,0.0,low,低,跨产品复用
loan_053,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_053\face_signing.jpg,loan_071,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_071\face_signing.jpg,5,0.9404296278953552,medium,loan_053::loan_071,loan_053,LN2024000053,商户易贷,0be223c0fb03534bcb47df67dd861f28625ccc0858daf70953b890ef824396f0,matched,SG_003,1,loan_071,LN2024000071,商户易贷,983a437e9c3b6903d53329a9af4d07f7fef24599e340f5429636ae99cb750432,matched_format_only,SG_013,1,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.009570372104644731,2,2,,0,False,0.49,0.489,0.0,0.18,0.0,0.08,0.0,low,低,常规相似候选
loan_070,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_070\face_signing.jpg,loan_033,D:\GitHub\jinchuang\23-多模态技术与数据治理赛道-基于多模态大模型的金融影像智能相似度检测模型\基于多模态大模型的金融影像智能相似度检测模型\loan_033\face_signing.jpg,3,0.9401214718818665,medium,loan_033::loan_070,loan_070,LN2024000070,消费贷,1277e00fd953c94fe22c2fb4a6c4f62c8f33cc041f9b28ff721005cdc84e9ea5,matched_format_only,SG_013,1,loan_033,LN2024000033,锡微贷,55214afa8f17dbabdb29341617732dd615ee30296cd29406b71e5a4ec36d802e,matched_format_only,,0,cross_customer,customer_id_format_only,weak,陌生人/跨客户,0.95,False,normal_low_risk,normal low-risk candidate,低风险候选,low,low,保留为审计证据，低优先级抽检。,-0.0098785281181335,2,0,,0,True,0.49,0.4889,0.0,0.18,0.06,0.08,0.0,low,低,跨产品复用
